,game_state,next_state,probability
14315,3-0-0-1-1-14,3-0-1-1-0-15,0.007909604519774011
14316,3-0-1-0-0-15,3-0-1-1-0-15,0.2038522868207244
14317,3-0-1-0-1-14,3-0-1-1-0-15,0.14253005151688608
14318,3-0-1-1-0-14,3-0-1-1-0-15,0.03654900452053477
14319,3-0-1-1-1-13,3-0-1-1-0-15,0.04090267983074753
14320,3-0-0-1-0-16,3-0-1-1-0-16,0.12200840879689522
14321,3-0-0-1-1-15,3-0-1-1-0-16,0.007909604519774011
14322,3-0-1-0-0-16,3-0-1-1-0-16,0.2038522868207244
14323,3-0-1-0-1-15,3-0-1-1-0-16,0.14253005151688608
14324,3-0-1-1-0-15,3-0-1-1-0-16,0.03654900452053477
14325,3-0-1-1-1-14,3-0-1-1-0-16,0.04090267983074753
14326,3-0-0-1-0-17,3-0-1-1-0-17,0.12200840879689522
14327,3-0-0-1-1-16,3-0-1-1-0-17,0.007909604519774011
14328,3-0-1-0-0-17,3-0-1-1-0-17,0.2038522868207244
14329,3-0-1-0-1-16,3-0-1-1-0-17,0.14253005151688608
14330,3-0-1-1-0-16,3-0-1-1-0-17,0.03654900452053477
14331,3-0-1-1-1-15,3-0-1-1-0-17,0.04090267983074753
14332,3-0-0-1-0-18,3-0-1-1-0-18,0.12200840879689522
14333,3-0-0-1-1-17,3-0-1-1-0-18,0.007909604519774011
14334,3-0-1-0-0-18,3-0-1-1-0-18,0.2038522868207244
14335,3-0-1-0-1-17,3-0-1-1-0-18,0.14253005151688608
14336,3-0-1-1-0-17,3-0-1-1-0-18,0.03654900452053477
14337,3-0-1-1-1-16,3-0-1-1-0-18,0.04090267983074753
14338,3-0-0-1-0-19,3-0-1-1-0-19,0.12200840879689522
14339,3-0-0-1-1-18,3-0-1-1-0-19,0.007909604519774011
14340,3-0-1-0-0-19,3-0-1-1-0-19,0.2038522868207244
14341,3-0-1-0-1-18,3-0-1-1-0-19,0.14253005151688608
14342,3-0-1-1-0-18,3-0-1-1-0-19,0.03654900452053477
14343,3-0-1-1-1-17,3-0-1-1-0-19,0.04090267983074753
14344,3-0-0-1-0-2,3-0-1-1-0-2,0.12200840879689522
14345,3-0-0-1-1-1,3-0-1-1-0-2,0.007909604519774011
14346,3-0-1-0-0-2,3-0-1-1-0-2,0.2038522868207244
14347,3-0-1-0-1-1,3-0-1-1-0-2,0.14253005151688608
14348,3-0-1-1-0-1,3-0-1-1-0-2,0.03654900452053477
14349,3-0-1-1-1-0,3-0-1-1-0-2,0.04090267983074753
14350,3-0-0-1-0-20,3-0-1-1-0-20,0.12200840879689522
14351,3-0-0-1-1-19,3-0-1-1-0-20,0.007909604519774011
14352,3-0-0-1-1-20,3-0-1-1-0-20,0.007909604519774011
14353,3-0-1-0-0-20,3-0-1-1-0-20,0.2038522868207244
14354,3-0-1-0-1-19,3-0-1-1-0-20,0.14253005151688608
14355,3-0-1-0-1-20,3-0-1-1-0-20,0.14253005151688608
14356,3-0-1-1-0-19,3-0-1-1-0-20,0.03654900452053477
14357,3-0-1-1-0-20,3-0-1-1-0-20,0.03654900452053477
14358,3-0-1-1-1-18,3-0-1-1-0-20,0.04090267983074753
14359,3-0-1-1-1-19,3-0-1-1-0-20,0.04090267983074753
14360,3-0-1-1-1-20,3-0-1-1-0-20,0.04090267983074753
14361,3-0-0-1-0-3,3-0-1-1-0-3,0.12200840879689522
14362,3-0-0-1-1-2,3-0-1-1-0-3,0.007909604519774011
14363,3-0-1-0-0-3,3-0-1-1-0-3,0.2038522868207244
14364,3-0-1-0-1-2,3-0-1-1-0-3,0.14253005151688608
14365,3-0-1-1-0-2,3-0-1-1-0-3,0.03654900452053477
14366,3-0-1-1-1-1,3-0-1-1-0-3,0.04090267983074753
14367,3-0-0-1-0-4,3-0-1-1-0-4,0.12200840879689522
14368,3-0-0-1-1-3,3-0-1-1-0-4,0.007909604519774011
14369,3-0-1-0-0-4,3-0-1-1-0-4,0.2038522868207244
14370,3-0-1-0-1-3,3-0-1-1-0-4,0.14253005151688608
14371,3-0-1-1-0-3,3-0-1-1-0-4,0.03654900452053477
14372,3-0-1-1-1-2,3-0-1-1-0-4,0.04090267983074753
14373,3-0-0-1-0-5,3-0-1-1-0-5,0.12200840879689522
14374,3-0-0-1-1-4,3-0-1-1-0-5,0.007909604519774011
14375,3-0-1-0-0-5,3-0-1-1-0-5,0.2038522868207244
14376,3-0-1-0-1-4,3-0-1-1-0-5,0.14253005151688608
14377,3-0-1-1-0-4,3-0-1-1-0-5,0.03654900452053477
14378,3-0-1-1-1-3,3-0-1-1-0-5,0.04090267983074753
14379,3-0-0-1-0-6,3-0-1-1-0-6,0.12200840879689522
14380,3-0-0-1-1-5,3-0-1-1-0-6,0.007909604519774011
14381,3-0-1-0-0-6,3-0-1-1-0-6,0.2038522868207244
14382,3-0-1-0-1-5,3-0-1-1-0-6,0.14253005151688608
14383,3-0-1-1-0-5,3-0-1-1-0-6,0.03654900452053477
14384,3-0-1-1-1-4,3-0-1-1-0-6,0.04090267983074753
14385,3-0-0-1-0-7,3-0-1-1-0-7,0.12200840879689522
14386,3-0-0-1-1-6,3-0-1-1-0-7,0.007909604519774011
14387,3-0-1-0-0-7,3-0-1-1-0-7,0.2038522868207244
14388,3-0-1-0-1-6,3-0-1-1-0-7,0.14253005151688608
14389,3-0-1-1-0-6,3-0-1-1-0-7,0.03654900452053477
14390,3-0-1-1-1-5,3-0-1-1-0-7,0.04090267983074753
14391,3-0-0-1-0-8,3-0-1-1-0-8,0.12200840879689522
14392,3-0-0-1-1-7,3-0-1-1-0-8,0.007909604519774011
14393,3-0-1-0-0-8,3-0-1-1-0-8,0.2038522868207244
14394,3-0-1-0-1-7,3-0-1-1-0-8,0.14253005151688608
14395,3-0-1-1-0-7,3-0-1-1-0-8,0.03654900452053477
14396,3-0-1-1-1-6,3-0-1-1-0-8,0.04090267983074753
14397,3-0-0-1-0-9,3-0-1-1-0-9,0.12200840879689522
14398,3-0-0-1-1-8,3-0-1-1-0-9,0.007909604519774011
14399,3-0-1-0-0-9,3-0-1-1-0-9,0.2038522868207244
14400,3-0-1-0-1-8,3-0-1-1-0-9,0.14253005151688608
14401,3-0-1-1-0-8,3-0-1-1-0-9,0.03654900452053477
14402,3-0-1-1-1-7,3-0-1-1-0-9,0.04090267983074753
14403,3-0-0-1-1-0,3-0-1-1-1-0,0.12617702448210924
14404,3-0-1-0-1-0,3-0-1-1-1-0,0.07899255867200916
14405,3-0-1-1-0-0,3-0-1-1-1-0,0.17668558237953255
14406,3-0-0-1-1-1,3-0-1-1-1-1,0.12617702448210924
14407,3-0-1-0-1-1,3-0-1-1-1-1,0.07899255867200916
14408,3-0-1-1-0-1,3-0-1-1-1-1,0.17668558237953255
14409,3-0-1-1-1-0,3-0-1-1-1-1,0.16748942172073342
14410,3-0-0-1-1-10,3-0-1-1-1-10,0.12617702448210924
14411,3-0-1-0-1-10,3-0-1-1-1-10,0.07899255867200916
14412,3-0-1-1-0-10,3-0-1-1-1-10,0.17668558237953255
14413,3-0-1-1-1-9,3-0-1-1-1-10,0.16748942172073342
14414,3-0-0-1-1-11,3-0-1-1-1-11,0.12617702448210924
14415,3-0-1-0-1-11,3-0-1-1-1-11,0.07899255867200916
14416,3-0-1-1-0-11,3-0-1-1-1-11,0.17668558237953255
14417,3-0-1-1-1-10,3-0-1-1-1-11,0.16748942172073342
14418,3-0-0-1-1-12,3-0-1-1-1-12,0.12617702448210924
14419,3-0-1-0-1-12,3-0-1-1-1-12,0.07899255867200916
14420,3-0-1-1-0-12,3-0-1-1-1-12,0.17668558237953255
14421,3-0-1-1-1-11,3-0-1-1-1-12,0.16748942172073342
14422,3-0-0-1-1-13,3-0-1-1-1-13,0.12617702448210924
14423,3-0-1-0-1-13,3-0-1-1-1-13,0.07899255867200916
14424,3-0-1-1-0-13,3-0-1-1-1-13,0.17668558237953255
14425,3-0-1-1-1-12,3-0-1-1-1-13,0.16748942172073342
14426,3-0-0-1-1-14,3-0-1-1-1-14,0.12617702448210924
14427,3-0-1-0-1-14,3-0-1-1-1-14,0.07899255867200916
14428,3-0-1-1-0-14,3-0-1-1-1-14,0.17668558237953255
14429,3-0-1-1-1-13,3-0-1-1-1-14,0.16748942172073342
14430,3-0-0-1-1-15,3-0-1-1-1-15,0.12617702448210924
14431,3-0-1-0-1-15,3-0-1-1-1-15,0.07899255867200916
14432,3-0-1-1-0-15,3-0-1-1-1-15,0.17668558237953255
14433,3-0-1-1-1-14,3-0-1-1-1-15,0.16748942172073342
14434,3-0-0-1-1-16,3-0-1-1-1-16,0.12617702448210924
14435,3-0-1-0-1-16,3-0-1-1-1-16,0.07899255867200916
14436,3-0-1-1-0-16,3-0-1-1-1-16,0.17668558237953255
14437,3-0-1-1-1-15,3-0-1-1-1-16,0.16748942172073342
14438,3-0-0-1-1-17,3-0-1-1-1-17,0.12617702448210924
14439,3-0-1-0-1-17,3-0-1-1-1-17,0.07899255867200916
14440,3-0-1-1-0-17,3-0-1-1-1-17,0.17668558237953255
14441,3-0-1-1-1-16,3-0-1-1-1-17,0.16748942172073342
14442,3-0-0-1-1-18,3-0-1-1-1-18,0.12617702448210924
14443,3-0-1-0-1-18,3-0-1-1-1-18,0.07899255867200916
14444,3-0-1-1-0-18,3-0-1-1-1-18,0.17668558237953255
14445,3-0-1-1-1-17,3-0-1-1-1-18,0.16748942172073342
14446,3-0-0-1-1-19,3-0-1-1-1-19,0.12617702448210924
14447,3-0-1-0-1-19,3-0-1-1-1-19,0.07899255867200916
14448,3-0-1-1-0-19,3-0-1-1-1-19,0.17668558237953255
14449,3-0-1-1-1-18,3-0-1-1-1-19,0.16748942172073342
14450,3-0-0-1-1-2,3-0-1-1-1-2,0.12617702448210924
14451,3-0-1-0-1-2,3-0-1-1-1-2,0.07899255867200916
14452,3-0-1-1-0-2,3-0-1-1-1-2,0.17668558237953255
14453,3-0-1-1-1-1,3-0-1-1-1-2,0.16748942172073342
14454,3-0-0-1-1-20,3-0-1-1-1-20,0.12617702448210924
14455,3-0-1-0-1-20,3-0-1-1-1-20,0.07899255867200916
14456,3-0-1-1-0-20,3-0-1-1-1-20,0.17668558237953255
14457,3-0-1-1-1-19,3-0-1-1-1-20,0.16748942172073342
14458,3-0-1-1-1-20,3-0-1-1-1-20,0.16748942172073342
14459,3-0-0-1-1-3,3-0-1-1-1-3,0.12617702448210924
14460,3-0-1-0-1-3,3-0-1-1-1-3,0.07899255867200916
14461,3-0-1-1-0-3,3-0-1-1-1-3,0.17668558237953255
14462,3-0-1-1-1-2,3-0-1-1-1-3,0.16748942172073342
14463,3-0-0-1-1-4,3-0-1-1-1-4,0.12617702448210924
14464,3-0-1-0-1-4,3-0-1-1-1-4,0.07899255867200916
14465,3-0-1-1-0-4,3-0-1-1-1-4,0.17668558237953255
14466,3-0-1-1-1-3,3-0-1-1-1-4,0.16748942172073342
14467,3-0-0-1-1-5,3-0-1-1-1-5,0.12617702448210924
14468,3-0-1-0-1-5,3-0-1-1-1-5,0.07899255867200916
14469,3-0-1-1-0-5,3-0-1-1-1-5,0.17668558237953255
14470,3-0-1-1-1-4,3-0-1-1-1-5,0.16748942172073342
14471,3-0-0-1-1-6,3-0-1-1-1-6,0.12617702448210924
14472,3-0-1-0-1-6,3-0-1-1-1-6,0.07899255867200916
14473,3-0-1-1-0-6,3-0-1-1-1-6,0.17668558237953255
14474,3-0-1-1-1-5,3-0-1-1-1-6,0.16748942172073342
14475,3-0-0-1-1-7,3-0-1-1-1-7,0.12617702448210924
14476,3-0-1-0-1-7,3-0-1-1-1-7,0.07899255867200916
14477,3-0-1-1-0-7,3-0-1-1-1-7,0.17668558237953255
14478,3-0-1-1-1-6,3-0-1-1-1-7,0.16748942172073342
14479,3-0-0-1-1-8,3-0-1-1-1-8,0.12617702448210924
14480,3-0-1-0-1-8,3-0-1-1-1-8,0.07899255867200916
14481,3-0-1-1-0-8,3-0-1-1-1-8,0.17668558237953255
14482,3-0-1-1-1-7,3-0-1-1-1-8,0.16748942172073342
14483,3-0-0-1-1-9,3-0-1-1-1-9,0.12617702448210924
14484,3-0-1-0-1-9,3-0-1-1-1-9,0.07899255867200916
14485,3-0-1-1-0-9,3-0-1-1-1-9,0.17668558237953255
14486,3-0-1-1-1-8,3-0-1-1-1-9,0.16748942172073342
14487,3-0-0-0-0-0,3-1-0-0-0-0,0.6842152087364605
14488,3-0-0-0-0-1,3-1-0-0-0-1,0.6842152087364605
14489,3-0-0-0-1-0,3-1-0-0-0-1,0.19210371243370655
14490,3-0-0-1-0-0,3-1-0-0-0-1,0.0024256144890038808
14491,3-0-1-0-0-0,3-1-0-0-0-1,0.00037966033055759446
14492,3-1-0-0-0-0,3-1-0-0-0-1,0.03029427639631147
14493,3-0-0-0-0-10,3-1-0-0-0-10,0.6842152087364605
14494,3-0-0-0-1-9,3-1-0-0-0-10,0.19210371243370655
14495,3-0-0-1-0-9,3-1-0-0-0-10,0.0024256144890038808
14496,3-0-0-1-1-8,3-1-0-0-0-10,0.0030131826741996233
14497,3-0-1-0-0-9,3-1-0-0-0-10,0.00037966033055759446
14498,3-0-1-0-1-8,3-1-0-0-0-10,0.0005724098454493417
14499,3-0-1-1-0-8,3-1-0-0-0-10,0.0005770895450610753
14500,3-0-1-1-1-7,3-1-0-0-0-10,0.0010578279266572638
14501,3-1-0-0-0-9,3-1-0-0-0-10,0.03029427639631147
14502,3-1-0-0-1-8,3-1-0-0-0-10,0.027172244396684066
14503,3-1-0-1-0-8,3-1-0-0-0-10,0.028426791277258567
14504,3-1-0-1-1-7,3-1-0-0-0-10,0.02072955166318496
14505,3-1-1-0-0-8,3-1-0-0-0-10,0.03264890477575959
14506,3-1-1-0-1-7,3-1-0-0-0-10,0.027045209903121637
14507,3-1-1-1-0-7,3-1-0-0-0-10,0.031137724550898204
14508,3-1-1-1-1-6,3-1-0-0-0-10,0.02726246168736893
14509,3-0-0-0-0-11,3-1-0-0-0-11,0.6842152087364605
14510,3-0-0-0-1-10,3-1-0-0-0-11,0.19210371243370655
14511,3-0-0-1-0-10,3-1-0-0-0-11,0.0024256144890038808
14512,3-0-0-1-1-9,3-1-0-0-0-11,0.0030131826741996233
14513,3-0-1-0-0-10,3-1-0-0-0-11,0.00037966033055759446
14514,3-0-1-0-1-9,3-1-0-0-0-11,0.0005724098454493417
14515,3-0-1-1-0-9,3-1-0-0-0-11,0.0005770895450610753
14516,3-0-1-1-1-8,3-1-0-0-0-11,0.0010578279266572638
14517,3-1-0-0-0-10,3-1-0-0-0-11,0.03029427639631147
14518,3-1-0-0-1-9,3-1-0-0-0-11,0.027172244396684066
14519,3-1-0-1-0-9,3-1-0-0-0-11,0.028426791277258567
14520,3-1-0-1-1-8,3-1-0-0-0-11,0.02072955166318496
14521,3-1-1-0-0-9,3-1-0-0-0-11,0.03264890477575959
14522,3-1-1-0-1-8,3-1-0-0-0-11,0.027045209903121637
14523,3-1-1-1-0-8,3-1-0-0-0-11,0.031137724550898204
14524,3-1-1-1-1-7,3-1-0-0-0-11,0.02726246168736893
14525,3-0-0-0-0-12,3-1-0-0-0-12,0.6842152087364605
14526,3-0-0-0-1-11,3-1-0-0-0-12,0.19210371243370655
14527,3-0-0-1-0-11,3-1-0-0-0-12,0.0024256144890038808
14528,3-0-0-1-1-10,3-1-0-0-0-12,0.0030131826741996233
14529,3-0-1-0-0-11,3-1-0-0-0-12,0.00037966033055759446
14530,3-0-1-0-1-10,3-1-0-0-0-12,0.0005724098454493417
14531,3-0-1-1-0-10,3-1-0-0-0-12,0.0005770895450610753
14532,3-0-1-1-1-9,3-1-0-0-0-12,0.0010578279266572638
14533,3-1-0-0-0-11,3-1-0-0-0-12,0.03029427639631147
14534,3-1-0-0-1-10,3-1-0-0-0-12,0.027172244396684066
14535,3-1-0-1-0-10,3-1-0-0-0-12,0.028426791277258567
14536,3-1-0-1-1-9,3-1-0-0-0-12,0.02072955166318496
14537,3-1-1-0-0-10,3-1-0-0-0-12,0.03264890477575959
14538,3-1-1-0-1-9,3-1-0-0-0-12,0.027045209903121637
14539,3-1-1-1-0-9,3-1-0-0-0-12,0.031137724550898204
14540,3-1-1-1-1-8,3-1-0-0-0-12,0.02726246168736893
14541,3-0-0-0-0-13,3-1-0-0-0-13,0.6842152087364605
14542,3-0-0-0-1-12,3-1-0-0-0-13,0.19210371243370655
14543,3-0-0-1-0-12,3-1-0-0-0-13,0.0024256144890038808
14544,3-0-0-1-1-11,3-1-0-0-0-13,0.0030131826741996233
14545,3-0-1-0-0-12,3-1-0-0-0-13,0.00037966033055759446
14546,3-0-1-0-1-11,3-1-0-0-0-13,0.0005724098454493417
14547,3-0-1-1-0-11,3-1-0-0-0-13,0.0005770895450610753
14548,3-0-1-1-1-10,3-1-0-0-0-13,0.0010578279266572638
14549,3-1-0-0-0-12,3-1-0-0-0-13,0.03029427639631147
14550,3-1-0-0-1-11,3-1-0-0-0-13,0.027172244396684066
14551,3-1-0-1-0-11,3-1-0-0-0-13,0.028426791277258567
14552,3-1-0-1-1-10,3-1-0-0-0-13,0.02072955166318496
14553,3-1-1-0-0-11,3-1-0-0-0-13,0.03264890477575959
14554,3-1-1-0-1-10,3-1-0-0-0-13,0.027045209903121637
14555,3-1-1-1-0-10,3-1-0-0-0-13,0.031137724550898204
14556,3-1-1-1-1-9,3-1-0-0-0-13,0.02726246168736893
14557,3-0-0-0-0-14,3-1-0-0-0-14,0.6842152087364605
14558,3-0-0-0-1-13,3-1-0-0-0-14,0.19210371243370655
14559,3-0-0-1-0-13,3-1-0-0-0-14,0.0024256144890038808
14560,3-0-0-1-1-12,3-1-0-0-0-14,0.0030131826741996233
14561,3-0-1-0-0-13,3-1-0-0-0-14,0.00037966033055759446
14562,3-0-1-0-1-12,3-1-0-0-0-14,0.0005724098454493417
14563,3-0-1-1-0-12,3-1-0-0-0-14,0.0005770895450610753
14564,3-0-1-1-1-11,3-1-0-0-0-14,0.0010578279266572638
14565,3-1-0-0-0-13,3-1-0-0-0-14,0.03029427639631147
14566,3-1-0-0-1-12,3-1-0-0-0-14,0.027172244396684066
14567,3-1-0-1-0-12,3-1-0-0-0-14,0.028426791277258567
14568,3-1-0-1-1-11,3-1-0-0-0-14,0.02072955166318496
14569,3-1-1-0-0-12,3-1-0-0-0-14,0.03264890477575959
14570,3-1-1-0-1-11,3-1-0-0-0-14,0.027045209903121637
14571,3-1-1-1-0-11,3-1-0-0-0-14,0.031137724550898204
14572,3-1-1-1-1-10,3-1-0-0-0-14,0.02726246168736893
14573,3-0-0-0-0-15,3-1-0-0-0-15,0.6842152087364605
14574,3-0-0-0-1-14,3-1-0-0-0-15,0.19210371243370655
14575,3-0-0-1-0-14,3-1-0-0-0-15,0.0024256144890038808
14576,3-0-0-1-1-13,3-1-0-0-0-15,0.0030131826741996233
14577,3-0-1-0-0-14,3-1-0-0-0-15,0.00037966033055759446
14578,3-0-1-0-1-13,3-1-0-0-0-15,0.0005724098454493417
14579,3-0-1-1-0-13,3-1-0-0-0-15,0.0005770895450610753
14580,3-0-1-1-1-12,3-1-0-0-0-15,0.0010578279266572638
14581,3-1-0-0-0-14,3-1-0-0-0-15,0.03029427639631147
14582,3-1-0-0-1-13,3-1-0-0-0-15,0.027172244396684066
14583,3-1-0-1-0-13,3-1-0-0-0-15,0.028426791277258567
14584,3-1-0-1-1-12,3-1-0-0-0-15,0.02072955166318496
14585,3-1-1-0-0-13,3-1-0-0-0-15,0.03264890477575959
14586,3-1-1-0-1-12,3-1-0-0-0-15,0.027045209903121637
14587,3-1-1-1-0-12,3-1-0-0-0-15,0.031137724550898204
14588,3-1-1-1-1-11,3-1-0-0-0-15,0.02726246168736893
14589,3-0-0-0-0-16,3-1-0-0-0-16,0.6842152087364605
14590,3-0-0-0-1-15,3-1-0-0-0-16,0.19210371243370655
14591,3-0-0-1-0-15,3-1-0-0-0-16,0.0024256144890038808
14592,3-0-0-1-1-14,3-1-0-0-0-16,0.0030131826741996233
14593,3-0-1-0-0-15,3-1-0-0-0-16,0.00037966033055759446
14594,3-0-1-0-1-14,3-1-0-0-0-16,0.0005724098454493417
14595,3-0-1-1-0-14,3-1-0-0-0-16,0.0005770895450610753
14596,3-0-1-1-1-13,3-1-0-0-0-16,0.0010578279266572638
14597,3-1-0-0-0-15,3-1-0-0-0-16,0.03029427639631147
14598,3-1-0-0-1-14,3-1-0-0-0-16,0.027172244396684066
14599,3-1-0-1-0-14,3-1-0-0-0-16,0.028426791277258567
14600,3-1-0-1-1-13,3-1-0-0-0-16,0.02072955166318496
14601,3-1-1-0-0-14,3-1-0-0-0-16,0.03264890477575959
14602,3-1-1-0-1-13,3-1-0-0-0-16,0.027045209903121637
14603,3-1-1-1-0-13,3-1-0-0-0-16,0.031137724550898204
14604,3-1-1-1-1-12,3-1-0-0-0-16,0.02726246168736893
14605,3-0-0-0-0-17,3-1-0-0-0-17,0.6842152087364605
14606,3-0-0-0-1-16,3-1-0-0-0-17,0.19210371243370655
14607,3-0-0-1-0-16,3-1-0-0-0-17,0.0024256144890038808
14608,3-0-0-1-1-15,3-1-0-0-0-17,0.0030131826741996233
14609,3-0-1-0-0-16,3-1-0-0-0-17,0.00037966033055759446
14610,3-0-1-0-1-15,3-1-0-0-0-17,0.0005724098454493417
14611,3-0-1-1-0-15,3-1-0-0-0-17,0.0005770895450610753
14612,3-0-1-1-1-14,3-1-0-0-0-17,0.0010578279266572638
14613,3-1-0-0-0-16,3-1-0-0-0-17,0.03029427639631147
14614,3-1-0-0-1-15,3-1-0-0-0-17,0.027172244396684066
14615,3-1-0-1-0-15,3-1-0-0-0-17,0.028426791277258567
14616,3-1-0-1-1-14,3-1-0-0-0-17,0.02072955166318496
14617,3-1-1-0-0-15,3-1-0-0-0-17,0.03264890477575959
14618,3-1-1-0-1-14,3-1-0-0-0-17,0.027045209903121637
14619,3-1-1-1-0-14,3-1-0-0-0-17,0.031137724550898204
14620,3-1-1-1-1-13,3-1-0-0-0-17,0.02726246168736893
14621,3-0-0-0-0-18,3-1-0-0-0-18,0.6842152087364605
14622,3-0-0-0-1-17,3-1-0-0-0-18,0.19210371243370655
14623,3-0-0-1-0-17,3-1-0-0-0-18,0.0024256144890038808
14624,3-0-0-1-1-16,3-1-0-0-0-18,0.0030131826741996233
14625,3-0-1-0-0-17,3-1-0-0-0-18,0.00037966033055759446
14626,3-0-1-0-1-16,3-1-0-0-0-18,0.0005724098454493417
14627,3-0-1-1-0-16,3-1-0-0-0-18,0.0005770895450610753
14628,3-0-1-1-1-15,3-1-0-0-0-18,0.0010578279266572638
14629,3-1-0-0-0-17,3-1-0-0-0-18,0.03029427639631147
14630,3-1-0-0-1-16,3-1-0-0-0-18,0.027172244396684066
14631,3-1-0-1-0-16,3-1-0-0-0-18,0.028426791277258567
14632,3-1-0-1-1-15,3-1-0-0-0-18,0.02072955166318496
14633,3-1-1-0-0-16,3-1-0-0-0-18,0.03264890477575959
14634,3-1-1-0-1-15,3-1-0-0-0-18,0.027045209903121637
14635,3-1-1-1-0-15,3-1-0-0-0-18,0.031137724550898204
14636,3-1-1-1-1-14,3-1-0-0-0-18,0.02726246168736893
14637,3-0-0-0-0-19,3-1-0-0-0-19,0.6842152087364605
14638,3-0-0-0-1-18,3-1-0-0-0-19,0.19210371243370655
14639,3-0-0-1-0-18,3-1-0-0-0-19,0.0024256144890038808
14640,3-0-0-1-1-17,3-1-0-0-0-19,0.0030131826741996233
14641,3-0-1-0-0-18,3-1-0-0-0-19,0.00037966033055759446
14642,3-0-1-0-1-17,3-1-0-0-0-19,0.0005724098454493417
14643,3-0-1-1-0-17,3-1-0-0-0-19,0.0005770895450610753
14644,3-0-1-1-1-16,3-1-0-0-0-19,0.0010578279266572638
14645,3-1-0-0-0-18,3-1-0-0-0-19,0.03029427639631147
14646,3-1-0-0-1-17,3-1-0-0-0-19,0.027172244396684066
14647,3-1-0-1-0-17,3-1-0-0-0-19,0.028426791277258567
14648,3-1-0-1-1-16,3-1-0-0-0-19,0.02072955166318496
14649,3-1-1-0-0-17,3-1-0-0-0-19,0.03264890477575959
14650,3-1-1-0-1-16,3-1-0-0-0-19,0.027045209903121637
14651,3-1-1-1-0-16,3-1-0-0-0-19,0.031137724550898204
14652,3-1-1-1-1-15,3-1-0-0-0-19,0.02726246168736893
14653,3-0-0-0-0-2,3-1-0-0-0-2,0.6842152087364605
14654,3-0-0-0-1-1,3-1-0-0-0-2,0.19210371243370655
14655,3-0-0-1-0-1,3-1-0-0-0-2,0.0024256144890038808
14656,3-0-0-1-1-0,3-1-0-0-0-2,0.0030131826741996233
14657,3-0-1-0-0-1,3-1-0-0-0-2,0.00037966033055759446
14658,3-0-1-0-1-0,3-1-0-0-0-2,0.0005724098454493417
14659,3-0-1-1-0-0,3-1-0-0-0-2,0.0005770895450610753
14660,3-1-0-0-0-1,3-1-0-0-0-2,0.03029427639631147
14661,3-1-0-0-1-0,3-1-0-0-0-2,0.027172244396684066
14662,3-1-0-1-0-0,3-1-0-0-0-2,0.028426791277258567
14663,3-1-1-0-0-0,3-1-0-0-0-2,0.03264890477575959
14664,3-0-0-0-0-20,3-1-0-0-0-20,0.6842152087364605
14665,3-0-0-0-1-19,3-1-0-0-0-20,0.19210371243370655
14666,3-0-0-0-1-20,3-1-0-0-0-20,0.19210371243370655
14667,3-0-0-1-0-19,3-1-0-0-0-20,0.0024256144890038808
14668,3-0-0-1-0-20,3-1-0-0-0-20,0.0024256144890038808
14669,3-0-0-1-1-18,3-1-0-0-0-20,0.0030131826741996233
14670,3-0-0-1-1-19,3-1-0-0-0-20,0.0030131826741996233
14671,3-0-0-1-1-20,3-1-0-0-0-20,0.0030131826741996233
14672,3-0-1-0-0-19,3-1-0-0-0-20,0.00037966033055759446
14673,3-0-1-0-0-20,3-1-0-0-0-20,0.00037966033055759446
14674,3-0-1-0-1-18,3-1-0-0-0-20,0.0005724098454493417
14675,3-0-1-0-1-19,3-1-0-0-0-20,0.0005724098454493417
14676,3-0-1-0-1-20,3-1-0-0-0-20,0.0005724098454493417
14677,3-0-1-1-0-18,3-1-0-0-0-20,0.0005770895450610753
14678,3-0-1-1-0-19,3-1-0-0-0-20,0.0005770895450610753
14679,3-0-1-1-0-20,3-1-0-0-0-20,0.0005770895450610753
14680,3-0-1-1-1-17,3-1-0-0-0-20,0.0010578279266572638
14681,3-0-1-1-1-18,3-1-0-0-0-20,0.0010578279266572638
14682,3-0-1-1-1-19,3-1-0-0-0-20,0.0010578279266572638
14683,3-0-1-1-1-20,3-1-0-0-0-20,0.0010578279266572638
14684,3-1-0-0-0-19,3-1-0-0-0-20,0.03029427639631147
14685,3-1-0-0-0-20,3-1-0-0-0-20,0.03029427639631147
14686,3-1-0-0-1-18,3-1-0-0-0-20,0.027172244396684066
14687,3-1-0-0-1-19,3-1-0-0-0-20,0.027172244396684066
14688,3-1-0-0-1-20,3-1-0-0-0-20,0.027172244396684066
14689,3-1-0-1-0-18,3-1-0-0-0-20,0.028426791277258567
14690,3-1-0-1-0-19,3-1-0-0-0-20,0.028426791277258567
14691,3-1-0-1-0-20,3-1-0-0-0-20,0.028426791277258567
14692,3-1-0-1-1-17,3-1-0-0-0-20,0.02072955166318496
14693,3-1-0-1-1-18,3-1-0-0-0-20,0.02072955166318496
14694,3-1-0-1-1-19,3-1-0-0-0-20,0.02072955166318496
14695,3-1-0-1-1-20,3-1-0-0-0-20,0.02072955166318496
14696,3-1-1-0-0-18,3-1-0-0-0-20,0.03264890477575959
14697,3-1-1-0-0-19,3-1-0-0-0-20,0.03264890477575959
14698,3-1-1-0-0-20,3-1-0-0-0-20,0.03264890477575959
14699,3-1-1-0-1-17,3-1-0-0-0-20,0.027045209903121637
14700,3-1-1-0-1-18,3-1-0-0-0-20,0.027045209903121637
