,game_state,next_state,probability
244,1-0-1-1-1-15,1-0-0-0-1-18,0.005641748942172073
245,1-0-0-0-0-19,1-0-0-0-1-19,0.004431618513823091
246,1-0-0-0-1-18,1-0-0-0-1-19,0.00648202710665881
247,1-0-0-1-0-18,1-0-0-0-1-19,0.004204398447606727
248,1-0-0-1-1-17,1-0-0-0-1-19,0.004896421845574388
249,1-0-1-0-0-18,1-0-0-0-1-19,0.00480903085372953
250,1-0-1-0-1-17,1-0-0-0-1-19,0.005724098454493417
251,1-0-1-1-0-17,1-0-0-0-1-19,0.0045205347696450895
252,1-0-1-1-1-16,1-0-0-0-1-19,0.005641748942172073
253,1-0-0-0-0-2,1-0-0-0-1-2,0.004431618513823091
254,1-0-0-0-1-1,1-0-0-0-1-2,0.00648202710665881
255,1-0-0-1-0-1,1-0-0-0-1-2,0.004204398447606727
256,1-0-0-1-1-0,1-0-0-0-1-2,0.004896421845574388
257,1-0-1-0-0-1,1-0-0-0-1-2,0.00480903085372953
258,1-0-1-0-1-0,1-0-0-0-1-2,0.005724098454493417
259,1-0-1-1-0-0,1-0-0-0-1-2,0.0045205347696450895
260,1-0-0-0-0-20,1-0-0-0-1-20,0.004431618513823091
261,1-0-0-0-1-19,1-0-0-0-1-20,0.00648202710665881
262,1-0-0-0-1-20,1-0-0-0-1-20,0.00648202710665881
263,1-0-0-1-0-19,1-0-0-0-1-20,0.004204398447606727
264,1-0-0-1-0-20,1-0-0-0-1-20,0.004204398447606727
265,1-0-0-1-1-18,1-0-0-0-1-20,0.004896421845574388
266,1-0-0-1-1-19,1-0-0-0-1-20,0.004896421845574388
267,1-0-0-1-1-20,1-0-0-0-1-20,0.004896421845574388
268,1-0-1-0-0-19,1-0-0-0-1-20,0.00480903085372953
269,1-0-1-0-0-20,1-0-0-0-1-20,0.00480903085372953
270,1-0-1-0-1-18,1-0-0-0-1-20,0.005724098454493417
271,1-0-1-0-1-19,1-0-0-0-1-20,0.005724098454493417
272,1-0-1-0-1-20,1-0-0-0-1-20,0.005724098454493417
273,1-0-1-1-0-18,1-0-0-0-1-20,0.0045205347696450895
274,1-0-1-1-0-19,1-0-0-0-1-20,0.0045205347696450895
275,1-0-1-1-0-20,1-0-0-0-1-20,0.0045205347696450895
276,1-0-1-1-1-17,1-0-0-0-1-20,0.005641748942172073
277,1-0-1-1-1-18,1-0-0-0-1-20,0.005641748942172073
278,1-0-1-1-1-19,1-0-0-0-1-20,0.005641748942172073
279,1-0-1-1-1-20,1-0-0-0-1-20,0.005641748942172073
280,1-0-0-0-0-3,1-0-0-0-1-3,0.004431618513823091
281,1-0-0-0-1-2,1-0-0-0-1-3,0.00648202710665881
282,1-0-0-1-0-2,1-0-0-0-1-3,0.004204398447606727
283,1-0-0-1-1-1,1-0-0-0-1-3,0.004896421845574388
284,1-0-1-0-0-2,1-0-0-0-1-3,0.00480903085372953
285,1-0-1-0-1-1,1-0-0-0-1-3,0.005724098454493417
286,1-0-1-1-0-1,1-0-0-0-1-3,0.0045205347696450895
287,1-0-1-1-1-0,1-0-0-0-1-3,0.005641748942172073
288,1-0-0-0-0-4,1-0-0-0-1-4,0.004431618513823091
289,1-0-0-0-1-3,1-0-0-0-1-4,0.00648202710665881
290,1-0-0-1-0-3,1-0-0-0-1-4,0.004204398447606727
291,1-0-0-1-1-2,1-0-0-0-1-4,0.004896421845574388
292,1-0-1-0-0-3,1-0-0-0-1-4,0.00480903085372953
293,1-0-1-0-1-2,1-0-0-0-1-4,0.005724098454493417
294,1-0-1-1-0-2,1-0-0-0-1-4,0.0045205347696450895
295,1-0-1-1-1-1,1-0-0-0-1-4,0.005641748942172073
296,1-0-0-0-0-5,1-0-0-0-1-5,0.004431618513823091
297,1-0-0-0-1-4,1-0-0-0-1-5,0.00648202710665881
298,1-0-0-1-0-4,1-0-0-0-1-5,0.004204398447606727
299,1-0-0-1-1-3,1-0-0-0-1-5,0.004896421845574388
300,1-0-1-0-0-4,1-0-0-0-1-5,0.00480903085372953
301,1-0-1-0-1-3,1-0-0-0-1-5,0.005724098454493417
302,1-0-1-1-0-3,1-0-0-0-1-5,0.0045205347696450895
303,1-0-1-1-1-2,1-0-0-0-1-5,0.005641748942172073
304,1-0-0-0-0-6,1-0-0-0-1-6,0.004431618513823091
305,1-0-0-0-1-5,1-0-0-0-1-6,0.00648202710665881
306,1-0-0-1-0-5,1-0-0-0-1-6,0.004204398447606727
307,1-0-0-1-1-4,1-0-0-0-1-6,0.004896421845574388
308,1-0-1-0-0-5,1-0-0-0-1-6,0.00480903085372953
309,1-0-1-0-1-4,1-0-0-0-1-6,0.005724098454493417
310,1-0-1-1-0-4,1-0-0-0-1-6,0.0045205347696450895
311,1-0-1-1-1-3,1-0-0-0-1-6,0.005641748942172073
312,1-0-0-0-0-7,1-0-0-0-1-7,0.004431618513823091
313,1-0-0-0-1-6,1-0-0-0-1-7,0.00648202710665881
314,1-0-0-1-0-6,1-0-0-0-1-7,0.004204398447606727
315,1-0-0-1-1-5,1-0-0-0-1-7,0.004896421845574388
316,1-0-1-0-0-6,1-0-0-0-1-7,0.00480903085372953
317,1-0-1-0-1-5,1-0-0-0-1-7,0.005724098454493417
318,1-0-1-1-0-5,1-0-0-0-1-7,0.0045205347696450895
319,1-0-1-1-1-4,1-0-0-0-1-7,0.005641748942172073
320,1-0-0-0-0-8,1-0-0-0-1-8,0.004431618513823091
321,1-0-0-0-1-7,1-0-0-0-1-8,0.00648202710665881
322,1-0-0-1-0-7,1-0-0-0-1-8,0.004204398447606727
323,1-0-0-1-1-6,1-0-0-0-1-8,0.004896421845574388
324,1-0-1-0-0-7,1-0-0-0-1-8,0.00480903085372953
325,1-0-1-0-1-6,1-0-0-0-1-8,0.005724098454493417
326,1-0-1-1-0-6,1-0-0-0-1-8,0.0045205347696450895
327,1-0-1-1-1-5,1-0-0-0-1-8,0.005641748942172073
328,1-0-0-0-0-9,1-0-0-0-1-9,0.004431618513823091
329,1-0-0-0-1-8,1-0-0-0-1-9,0.00648202710665881
330,1-0-0-1-0-8,1-0-0-0-1-9,0.004204398447606727
331,1-0-0-1-1-7,1-0-0-0-1-9,0.004896421845574388
332,1-0-1-0-0-8,1-0-0-0-1-9,0.00480903085372953
333,1-0-1-0-1-7,1-0-0-0-1-9,0.005724098454493417
334,1-0-1-1-0-7,1-0-0-0-1-9,0.0045205347696450895
335,1-0-1-1-1-6,1-0-0-0-1-9,0.005641748942172073
336,1-0-0-0-0-0,1-0-0-1-0-0,0.046668223571539776
337,1-0-0-0-0-1,1-0-0-1-0-1,0.046668223571539776
338,1-0-0-0-1-0,1-0-0-1-0-1,0.043606364172068354
339,1-0-0-1-0-0,1-0-0-1-0-1,0.043661060802069857
340,1-0-1-0-0-0,1-0-0-1-0-1,0.01303500468247741
341,1-0-0-0-0-10,1-0-0-1-0-10,0.046668223571539776
342,1-0-0-0-1-9,1-0-0-1-0-10,0.043606364172068354
343,1-0-0-1-0-9,1-0-0-1-0-10,0.043661060802069857
344,1-0-0-1-1-8,1-0-0-1-0-10,0.05536723163841808
345,1-0-1-0-0-9,1-0-0-1-0-10,0.01303500468247741
346,1-0-1-0-1-8,1-0-0-1-0-10,0.012306811677160847
347,1-0-1-1-0-8,1-0-0-1-0-10,0.011445609310377993
348,1-0-1-1-1-7,1-0-0-1-0-10,0.0116361071932299
349,1-0-0-0-0-11,1-0-0-1-0-11,0.046668223571539776
350,1-0-0-0-1-10,1-0-0-1-0-11,0.043606364172068354
351,1-0-0-1-0-10,1-0-0-1-0-11,0.043661060802069857
352,1-0-0-1-1-9,1-0-0-1-0-11,0.05536723163841808
353,1-0-1-0-0-10,1-0-0-1-0-11,0.01303500468247741
354,1-0-1-0-1-9,1-0-0-1-0-11,0.012306811677160847
355,1-0-1-1-0-9,1-0-0-1-0-11,0.011445609310377993
356,1-0-1-1-1-8,1-0-0-1-0-11,0.0116361071932299
357,1-0-0-0-0-12,1-0-0-1-0-12,0.046668223571539776
358,1-0-0-0-1-11,1-0-0-1-0-12,0.043606364172068354
359,1-0-0-1-0-11,1-0-0-1-0-12,0.043661060802069857
360,1-0-0-1-1-10,1-0-0-1-0-12,0.05536723163841808
361,1-0-1-0-0-11,1-0-0-1-0-12,0.01303500468247741
362,1-0-1-0-1-10,1-0-0-1-0-12,0.012306811677160847
363,1-0-1-1-0-10,1-0-0-1-0-12,0.011445609310377993
364,1-0-1-1-1-9,1-0-0-1-0-12,0.0116361071932299
365,1-0-0-0-0-13,1-0-0-1-0-13,0.046668223571539776
366,1-0-0-0-1-12,1-0-0-1-0-13,0.043606364172068354
367,1-0-0-1-0-12,1-0-0-1-0-13,0.043661060802069857
368,1-0-0-1-1-11,1-0-0-1-0-13,0.05536723163841808
369,1-0-1-0-0-12,1-0-0-1-0-13,0.01303500468247741
370,1-0-1-0-1-11,1-0-0-1-0-13,0.012306811677160847
371,1-0-1-1-0-11,1-0-0-1-0-13,0.011445609310377993
372,1-0-1-1-1-10,1-0-0-1-0-13,0.0116361071932299
373,1-0-0-0-0-14,1-0-0-1-0-14,0.046668223571539776
374,1-0-0-0-1-13,1-0-0-1-0-14,0.043606364172068354
375,1-0-0-1-0-13,1-0-0-1-0-14,0.043661060802069857
376,1-0-0-1-1-12,1-0-0-1-0-14,0.05536723163841808
377,1-0-1-0-0-13,1-0-0-1-0-14,0.01303500468247741
378,1-0-1-0-1-12,1-0-0-1-0-14,0.012306811677160847
379,1-0-1-1-0-12,1-0-0-1-0-14,0.011445609310377993
380,1-0-1-1-1-11,1-0-0-1-0-14,0.0116361071932299
381,1-0-0-0-0-15,1-0-0-1-0-15,0.046668223571539776
382,1-0-0-0-1-14,1-0-0-1-0-15,0.043606364172068354
383,1-0-0-1-0-14,1-0-0-1-0-15,0.043661060802069857
384,1-0-0-1-1-13,1-0-0-1-0-15,0.05536723163841808
385,1-0-1-0-0-14,1-0-0-1-0-15,0.01303500468247741
386,1-0-1-0-1-13,1-0-0-1-0-15,0.012306811677160847
387,1-0-1-1-0-13,1-0-0-1-0-15,0.011445609310377993
388,1-0-1-1-1-12,1-0-0-1-0-15,0.0116361071932299
389,1-0-0-0-0-16,1-0-0-1-0-16,0.046668223571539776
390,1-0-0-0-1-15,1-0-0-1-0-16,0.043606364172068354
391,1-0-0-1-0-15,1-0-0-1-0-16,0.043661060802069857
392,1-0-0-1-1-14,1-0-0-1-0-16,0.05536723163841808
393,1-0-1-0-0-15,1-0-0-1-0-16,0.01303500468247741
394,1-0-1-0-1-14,1-0-0-1-0-16,0.012306811677160847
395,1-0-1-1-0-14,1-0-0-1-0-16,0.011445609310377993
396,1-0-1-1-1-13,1-0-0-1-0-16,0.0116361071932299
